% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,16,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
S1,370,0,3385,3385,0,0,slowRead
RSTR,3358,128,1588,1588,0,0,slowRead
S1,370,0,1690,1690,0,0,slowRead
S1,370,0,1021,1021,0,0,slowRead
RSTO,3108,1424,746,746,0,0,slowRead
RSTR,2508,128,2388,2388,0,0,slowRead
S1,370,0,907,907,0,0,slowRead
RSTR,3766,128,1289,1289,0,0,slowRead
RSTO,1062,11980,8,8,0,0,slowRead
RSTO,1142,1886,112,112,0,0,slowRead
RSTO,2714,1424,866,866,0,0,slowRead
RSTO,4220,1502,401,401,0,0,slowRead
RSTO,994,1886,107,107,0,0,slowRead
S1,370,0,2867,2867,0,0,slowRead
RSTO,1098,1886,13,13,0,0,slowRead
S1,370,0,696,696,0,0,slowRead
S1,370,0,1338,1338,0,0,slowRead
RSTO,1098,1886,4,4,0,0,slowRead
RSTO,1732,1556,298,298,0,0,slowRead
S1,370,0,1051,1051,0,0,slowRead
RSTO,1002,1820,1128,1128,0,0,slowRead
S1,370,0,858,858,0,0,slowRead
RSTR,2322,128,2178,2178,0,0,slowRead
S1,370,0,1427,1427,0,0,slowRead
S1,370,0,3123,3123,0,0,slowRead
RSTO,3008,1424,2640,2640,0,0,slowRead
RSTO,1076,1820,258,258,0,0,slowRead
S1,370,0,3445,3445,0,0,slowRead
RSTO,1992,1556,361,361,0,0,slowRead
S1,370,0,1502,1502,0,0,slowRead
RSTO,928,1820,200,200,0,0,slowRead
RSTO,1732,1556,346,346,0,0,slowRead
RSTR,3358,128,1171,1171,0,0,slowRead
S1,370,0,3299,3299,0,0,slowRead
S1,370,0,1625,1625,0,0,slowRead
S1,370,0,4000,4000,0,0,slowRead
S1,370,0,1006,1006,0,0,slowRead
RSTR,2322,128,2113,2113,0,0,slowRead
RSTO,4220,1502,1155,1155,0,0,slowRead
RSTR,3766,128,1000,1000,0,0,slowRead
S1,370,0,381,381,0,0,slowRead
S1,370,0,3314,3314,0,0,slowRead
S1,370,0,2606,2606,0,0,slowRead
RSTR,3692,128,2418,2418,0,0,slowRead
S1,370,0,571,571,0,0,slowRead
S1,370,0,3287,3287,0,0,slowRead
S1,370,0,558,558,0,0,slowRead
RSTO,2233,1424,1952,1952,0,0,slowRead
S1,370,0,1270,1270,0,0,slowRead
RSTO,928,1820,208,208,0,0,slowRead
RSTR,2322,128,2247,2247,0,0,slowRead
S1,370,0,3044,3044,0,0,slowRead
S1,370,0,1293,1293,0,0,slowRead
RSTR,3358,128,1989,1989,0,0,slowRead
S1,370,0,2584,2584,0,0,slowRead
S1,370,0,2621,2621,0,0,slowRead
RSTR,3358,128,1897,1897,0,0,slowRead
RSTO,1214,11914,2015,2015,0,0,slowRead
S1,370,0,3933,3933,0,0,slowRead
S1,370,0,1432,1432,0,0,slowRead
S1,370,0,1360,1360,0,0,slowRead
RSTO,1142,1886,54,54,0,0,slowRead
S1,370,0,1225,1225,0,0,slowRead
S1,370,0,690,690,0,0,slowRead
RSTO,1076,1820,261,261,0,0,slowRead
S1,370,0,167,167,0,0,slowRead
RSTO,2512,1556,366,366,0,0,slowRead
RSTO,1137,1754,302,302,0,0,slowRead
RSTO,2307,1424,566,566,0,0,slowRead
RSTR,3358,128,1355,1355,0,0,slowRead
S1,370,0,1813,1813,0,0,slowRead
S1,370,0,894,894,0,0,slowRead
S1,370,0,1395,1395,0,0,slowRead
S1,370,0,450,450,0,0,slowRead
S1,370,0,1260,1260,0,0,slowRead
S1,370,0,1426,1426,0,0,slowRead
RSTO,1158,1688,755,755,0,0,slowRead
RSTR,2322,128,1307,1307,0,0,slowRead
S1,370,0,1810,1810,0,0,slowRead
S1,370,0,1929,1929,0,0,slowRead
S1,370,0,1931,1931,0,0,slowRead
RSTO,1254,1820,329,329,0,0,slowRead
S1,370,0,468,468,0,0,slowRead
S1,370,0,2847,2847,0,0,slowRead
RSTR,3358,128,1470,1470,0,0,slowRead
S1,370,0,295,295,0,0,slowRead
RSTO,3082,1424,1573,1573,0,0,slowRead
RSTR,2508,128,2576,2576,0,0,slowRead
S1,370,0,3018,3018,0,0,slowRead
RSTR,2322,128,2027,2027,0,0,slowRead
RSTO,981,1820,792,792,0,0,slowRead
RSTO,1076,1820,243,243,0,0,slowRead
RSTO,1137,1754,394,394,0,0,slowRead
S1,370,0,276,276,0,0,slowRead
RSTO,1150,1820,279,279,0,0,slowRead
S1,370,0,673,673,0,0,slowRead
S1,370,0,1509,1509,0,0,slowRead
RSTO,907,1820,175,175,0,0,slowRead
S1,370,0,950,950,0,0,slowRead
RSTO,1850,1622,325,325,0,0,slowRead
RSTO,907,1820,199,199,0,0,slowRead
RSTR,3766,128,1109,1109,0,0,slowRead
RSTR,3358,128,1019,1019,0,0,slowRead
RSTO,2492,1424,1163,1163,0,0,slowRead
S1,370,0,872,872,0,0,slowRead
RSTO,1106,1820,218,218,0,0,slowRead
RSTO,1538,1622,1844,1844,0,0,slowRead
S1,370,0,729,729,0,0,slowRead
RSTO,1098,1886,14,14,0,0,slowRead
S1,370,0,3487,3487,0,0,slowRead
S1,370,0,1262,1262,0,0,slowRead
S1,370,0,1157,1157,0,0,slowRead
S1,370,0,3937,3937,0,0,slowRead
S1,370,0,1493,1493,0,0,slowRead
RSTO,1210,1820,371,371,0,0,slowRead
RSTO,1098,1886,89,89,0,0,slowRead
S1,370,0,3890,3890,0,0,slowRead
S1,222,0,4004,4004,0,0,slowRead
S1,370,0,1318,1318,0,0,slowRead
RSTR,3358,128,1688,1688,0,0,slowRead
S1,370,0,922,922,0,0,slowRead
RSTO,3074,1490,2724,2724,0,0,slowRead
RSTO,1850,1622,319,319,0,0,slowRead
RSTO,1137,1754,337,337,0,0,slowRead
S1,370,0,2533,2533,0,0,slowRead
RSTO,1992,1556,231,231,0,0,slowRead
S1,370,0,664,664,0,0,slowRead
S1,370,0,527,527,0,0,slowRead
S1,370,0,1181,1181,0,0,slowRead
S1,370,0,1698,1698,0,0,slowRead
S1,370,0,3497,3497,0,0,slowRead
RSTO,2233,1424,1134,1134,0,0,slowRead
S1,370,0,914,914,0,0,slowRead
RSTR,3358,128,1851,1851,0,0,slowRead
S1,370,0,1636,1636,0,0,slowRead
S1,370,0,1443,1443,0,0,slowRead
S1,370,0,3293,3293,0,0,slowRead
S1,370,74,1613,1613,0,0,slowRead
RSTO,4220,1358,21,21,0,0,slowRead
S1,370,0,782,782,0,0,slowRead
S1,370,0,2115,2115,0,0,slowRead
S1,370,0,1817,1817,0,0,slowRead
RSTO,1262,1754,384,384,0,0,slowRead
S1,370,0,916,916,0,0,slowRead
RSTO,1076,1820,198,198,0,0,slowRead
S1,370,0,2302,2302,0,0,slowRead
S1,370,0,1314,1314,0,0,slowRead
RSTO,994,1886,82,82,0,0,slowRead
RSTO,1076,1820,217,217,0,0,slowRead
RSTR,3358,128,2111,2111,0,0,slowRead
RSTR,2322,128,2314,2314,0,0,slowRead
RSTO,973,1886,76,76,0,0,slowRead
S1,370,0,1504,1504,0,0,slowRead
S1,370,0,3731,3731,0,0,slowRead
S1,370,0,3982,3982,0,0,slowRead
S1,370,0,710,710,0,0,slowRead
S1,370,0,1683,1683,0,0,slowRead
RSTO,1098,1886,44,44,0,0,slowRead
S1,370,0,417,417,0,0,slowRead
RSTR,2582,128,469,469,0,0,slowRead
RSTO,1298,1820,288,288,0,0,slowRead
S1,370,0,1021,1021,0,0,slowRead
RSTO,1262,1754,262,262,0,0,slowRead
RSTR,3766,128,899,899,0,0,slowRead
RSTO,3832,1424,765,765,0,0,slowRead
S1,370,0,1938,1938,0,0,slowRead
RSTO,3490,1424,575,575,0,0,slowRead
RSTO,1076,1820,173,173,0,0,slowRead
S1,370,0,1976,1976,0,0,slowRead
RSTO,928,1820,50,50,0,0,slowRead
RSTO,2699,1502,1813,1813,0,0,slowRead
RSTO,1475,1622,215,215,0,0,slowRead
RSTO,3366,1424,1381,1381,0,0,slowRead
S1,370,0,2234,2234,0,0,slowRead
RSTR,3766,128,802,802,0,0,slowRead
RSTR,3358,128,1121,1121,0,0,slowRead
RSTR,2322,128,1764,1764,0,0,slowRead
RSTO,1032,1820,185,185,0,0,slowRead
S1,370,0,663,663,0,0,slowRead
S1,370,0,103,103,0,0,slowRead
S1,370,0,2960,2960,0,0,slowRead
RSTO,1030,11914,407,407,0,0,slowRead
RSTR,2582,128,549,549,0,0,slowRead
RSTO,907,1820,190,190,0,0,slowRead
S1,370,0,1595,1595,0,0,slowRead
S1,370,0,814,814,0,0,slowRead
RSTO,1180,1820,243,243,0,0,slowRead
S1,370,0,3737,3737,0,0,slowRead
S1,370,0,1247,1247,0,0,slowRead
S1,370,0,3509,3509,0,0,slowRead
S1,370,0,1538,1538,0,0,slowRead
S1,370,0,1344,1344,0,0,slowRead
RSTR,3358,128,747,747,0,0,slowRead
RSTR,3358,128,1627,1627,0,0,slowRead
S1,370,0,1554,1554,0,0,slowRead
S1,370,0,1870,1870,0,0,slowRead
S1,370,0,2292,2292,0,0,slowRead
RSTO,1254,1820,281,281,0,0,slowRead
RSTO,907,1820,157,157,0,0,slowRead
RSTO,2233,1424,2697,2697,0,0,slowRead
S1,370,0,1535,1535,0,0,slowRead
S1,370,0,2855,2855,0,0,slowRead
S1,370,0,2685,2685,0,0,slowRead
RSTO,1076,1820,70,70,0,0,slowRead
RSTO,928,1820,163,163,0,0,slowRead
RSTR,3358,128,2303,2303,0,0,slowRead
S1,370,0,1460,1460,0,0,slowRead
S1,370,0,1412,1412,0,0,slowRead
RSTO,1158,1688,707,707,0,0,slowRead
RSTO,2714,1424,798,798,0,0,slowRead
S1,370,0,2277,2277,0,0,slowRead
S1,370,0,3170,3170,0,0,slowRead
S1,370,0,2035,2035,0,0,slowRead
RSTO,1158,1754,544,544,0,0,slowRead
RSTO,1196,11914,2017,2017,0,0,slowRead
S1,370,0,2272,2272,0,0,slowRead
RSTR,2322,128,1026,1026,0,0,slowRead
RSTO,4220,1502,409,409,0,0,slowRead
RSTO,3490,1424,491,491,0,0,slowRead
S1,370,0,2633,2633,0,0,slowRead
RSTR,2582,128,661,661,0,0,slowRead
S1,370,0,470,470,0,0,slowRead
S1,370,0,1880,1880,0,0,slowRead
S1,370,0,1272,1272,0,0,slowRead
S1,370,0,1364,1364,0,0,slowRead
S1,370,0,3971,3971,0,0,slowRead
S1,370,0,925,925,0,0,slowRead
RSTO,2233,1424,1102,1102,0,0,slowRead
S1,370,0,1887,1887,0,0,slowRead
S1,370,0,924,924,0,0,slowRead
RSTO,1129,1820,339,339,0,0,slowRead
RSTO,3490,1424,511,511,0,0,slowRead
S1,370,0,133,133,0,0,slowRead
S1,370,0,2824,2824,0,0,slowRead
S1,370,0,3475,3475,0,0,slowRead
RSTR,3692,128,2544,2544,0,0,slowRead
RSTR,3766,128,1329,1329,0,0,slowRead
S1,370,0,1056,1056,0,0,slowRead
S1,370,0,1920,1920,0,0,slowRead
S1,370,0,1018,1018,0,0,slowRead
S1,370,0,997,997,0,0,slowRead
RSTR,3358,128,2339,2339,0,0,slowRead
S1,370,0,2999,2999,0,0,slowRead
S1,370,0,573,573,0,0,slowRead
S1,370,0,993,993,0,0,slowRead
S1,370,0,1755,1755,0,0,slowRead
RSTO,1732,1556,334,334,0,0,slowRead
S1,370,0,2358,2358,0,0,slowRead
S1,370,0,2678,2678,0,0,slowRead
S1,370,0,1058,1058,0,0,slowRead
RSTO,1032,1820,192,192,0,0,slowRead
S1,370,0,1649,1649,0,0,slowRead
RSTO,1210,1820,407,407,0,0,slowRead
RSTR,3766,128,915,915,0,0,slowRead
S1,370,0,2462,2462,0,0,slowRead
S1,370,0,954,954,0,0,slowRead
S1,370,0,1192,1192,0,0,slowRead
RSTO,2454,1424,788,788,0,0,slowRead
S1,370,0,1311,1311,0,0,slowRead
RSTR,3358,128,1658,1658,0,0,slowRead
S1,370,0,698,698,0,0,slowRead
S1,370,0,1721,1721,0,0,slowRead
RSTO,1142,1886,133,133,0,0,slowRead
S1,370,0,125,125,0,0,slowRead
S1,370,0,2488,2488,0,0,slowRead
RSTR,3766,128,1016,1016,0,0,slowRead
RSTR,3358,128,2059,2059,0,0,slowRead
S1,370,0,2188,2188,0,0,slowRead
S1,370,0,2414,2414,0,0,slowRead
S1,370,0,1399,1399,0,0,slowRead
S1,370,0,1479,1479,0,0,slowRead
S1,370,0,1056,1056,0,0,slowRead
S1,370,0,1371,1371,0,0,slowRead
RSTO,907,1820,180,180,0,0,slowRead
S1,370,0,2266,2266,0,0,slowRead
RSTO,3074,1490,2599,2599,0,0,slowRead
S1,370,0,1365,1365,0,0,slowRead
RSTO,1142,1886,21,21,0,0,slowRead
RSTR,2582,128,722,722,0,0,slowRead
S1,370,0,352,352,0,0,slowRead
RSTO,1098,1886,29,29,0,0,slowRead
RSTO,973,1886,136,136,0,0,slowRead
RSTO,928,1820,173,173,0,0,slowRead
S1,370,0,984,984,0,0,slowRead
RSTO,1240,1622,378,378,0,0,slowRead
RSTO,2250,1424,1306,1306,0,0,slowRead
RSTO,928,1820,151,151,0,0,slowRead
S1,370,0,755,755,0,0,slowRead
RSTR,3358,128,2152,2152,0,0,slowRead
S1,370,0,1530,1530,0,0,slowRead
RSTO,1076,1820,273,273,0,0,slowRead
RSTR,3358,128,2215,2215,0,0,slowRead
RSTR,2508,128,2756,2756,0,0,slowRead
RSTR,2322,128,1535,1535,0,0,slowRead
S1,370,0,2241,2241,0,0,slowRead
RSTR,2508,128,2692,2692,0,0,slowRead
S1,370,0,1779,1779,0,0,slowRead
S1,370,0,1136,1136,0,0,slowRead
S1,370,0,990,990,0,0,slowRead
S1,370,0,1078,1078,0,0,slowRead
S1,370,0,766,766,0,0,slowRead
S1,370,0,593,593,0,0,slowRead
S1,370,0,496,496,0,0,slowRead
RSTO,3886,1490,817,817,0,0,slowRead
S1,370,0,3530,3530,0,0,slowRead
RSTR,2322,128,1169,1169,0,0,slowRead
S1,370,0,855,855,0,0,slowRead
RSTO,1129,1820,1178,1178,0,0,slowRead
RSTO,3082,1424,1593,1593,0,0,slowRead
RSTO,1142,1886,18,18,0,0,slowRead
RSTO,928,1820,193,193,0,0,slowRead
S1,370,0,3930,3930,0,0,slowRead
S1,370,0,1272,1272,0,0,slowRead
S1,370,0,993,993,0,0,slowRead
S1,370,0,1042,1042,0,0,slowRead
RSTO,973,1886,106,106,0,0,slowRead
RSTO,2233,1424,1784,1784,0,0,slowRead
RSTR,3358,128,1773,1773,0,0,slowRead
S1,370,0,3420,3420,0,0,slowRead
S1,370,0,3089,3089,0,0,slowRead
S1,370,0,1759,1759,0,0,slowRead
S1,370,0,1261,1261,0,0,slowRead
RSTR,3358,128,2324,2324,0,0,slowRead
S1,370,0,1574,1574,0,0,slowRead
RSTR,3692,128,2723,2723,0,0,slowRead
RSTR,3358,128,2000,2000,0,0,slowRead
RSTO,1150,1820,356,356,0,0,slowRead
S1,370,0,3127,3127,0,0,slowRead
RSTR,3358,128,2275,2275,0,0,slowRead
RSTR,3766,128,800,800,0,0,slowRead
S1,370,0,973,973,0,0,slowRead
RSTO,1224,1820,240,240,0,0,slowRead
S1,370,0,652,652,0,0,slowRead
RSTO,3082,1424,1795,1795,0,0,slowRead
RSTR,2322,128,2195,2195,0,0,slowRead
S1,370,0,886,886,0,0,slowRead
S1,370,0,2,2,0,0,slowRead
S1,370,0,2002,2002,0,0,slowRead
RSTO,994,1886,10,10,0,0,slowRead
S1,370,0,2836,2836,0,0,slowRead
S1,370,0,1498,1498,0,0,slowRead
S1,370,0,612,612,0,0,slowRead
RSTR,3766,128,871,871,0,0,slowRead
RSTR,3358,128,2068,2068,0,0,slowRead
S1,370,0,301,301,0,0,slowRead
S1,370,0,1868,1868,0,0,slowRead
RSTO,1129,1754,1955,1955,0,0,slowRead
RSTR,3358,128,2097,2097,0,0,slowRead
S1,370,0,1561,1561,0,0,slowRead
RSTO,1076,1820,203,203,0,0,slowRead
RSTO,1078,11980,403,403,0,0,slowRead
S1,370,0,1423,1423,0,0,slowRead
S1,370,0,3761,3761,0,0,slowRead
S1,370,0,910,910,0,0,slowRead
RSTO,1142,1886,147,147,0,0,slowRead
S1,370,0,1065,1065,0,0,slowRead
S1,370,0,801,801,0,0,slowRead
S1,370,0,1270,1270,0,0,slowRead
RSTR,2322,128,1006,1006,0,0,slowRead
RSTO,907,1820,803,803,0,0,slowRead
RSTO,1158,1754,269,269,0,0,slowRead
RSTO,2307,1424,651,651,0,0,slowRead
S1,370,0,2827,2827,0,0,slowRead
S1,370,0,1416,1416,0,0,slowRead
S1,370,0,3234,3234,0,0,slowRead
S1,370,0,2109,2109,0,0,slowRead
RSTO,994,1886,4,4,0,0,slowRead
S1,370,0,678,678,0,0,slowRead
RSTR,3358,128,1424,1424,0,0,slowRead
S1,370,0,1376,1376,0,0,slowRead
S1,370,0,1093,1093,0,0,slowRead
RSTO,1158,1754,289,289,0,0,slowRead
RSTR,3358,128,1516,1516,0,0,slowRead
RSTO,1076,1820,177,177,0,0,slowRead
RSTO,1076,1820,53,53,0,0,slowRead
S1,370,0,2015,2015,0,0,slowRead
S1,370,0,2409,2409,0,0,slowRead
RSTO,1150,1820,1130,1130,0,0,slowRead
S1,370,0,1391,1391,0,0,slowRead
S1,370,0,2688,2688,0,0,slowRead
RSTR,2582,128,618,618,0,0,slowRead
S1,370,0,1619,1619,0,0,slowRead
RSTR,3766,128,1226,1226,0,0,slowRead
RSTO,1032,1820,180,180,0,0,slowRead
RSTO,1142,1886,73,73,0,0,slowRead
S1,370,0,1788,1788,0,0,slowRead
S1,370,0,1761,1761,0,0,slowRead
RSTO,3008,1424,2619,2619,0,0,slowRead
RSTR,3766,128,1156,1156,0,0,slowRead
RSTO,1142,1886,65,65,0,0,slowRead
S1,370,0,1644,1644,0,0,slowRead
S1,370,0,313,313,0,0,slowRead
S1,370,0,1854,1854,0,0,slowRead
RSTO,1298,1820,526,526,0,0,slowRead
RSTR,2508,128,2758,2758,0,0,slowRead
S1,370,0,522,522,0,0,slowRead
RSTO,2233,1424,1011,1011,0,0,slowRead
RSTR,3358,128,1856,1856,0,0,slowRead
S1,370,0,1906,1906,0,0,slowRead
RSTO,1298,1820,280,280,0,0,slowRead
RSTO,3082,1424,1546,1546,0,0,slowRead
RSTO,2658,1556,1453,1453,0,0,slowRead
S1,370,0,735,735,0,0,slowRead
S1,370,0,1821,1821,0,0,slowRead
S1,370,0,1922,1922,0,0,slowRead
RSTR,3358,128,2157,2157,0,0,slowRead
RSTR,3358,128,1360,1360,0,0,slowRead
S1,370,0,898,898,0,0,slowRead
S1,370,0,1480,1480,0,0,slowRead
RSTO,3490,1424,601,601,0,0,slowRead
S1,370,0,245,245,0,0,slowRead
RSTO,3182,1424,460,460,0,0,slowRead
RSTR,3358,128,2302,2302,0,0,slowRead
S1,370,0,1402,1402,0,0,slowRead
S1,370,0,164,164,0,0,slowRead
S1,370,0,1527,1527,0,0,slowRead
RSTO,1298,1820,242,242,0,0,slowRead
RSTO,2233,1424,1142,1142,0,0,slowRead
S1,370,0,2600,2600,0,0,slowRead
RSTO,1098,1886,95,95,0,0,slowRead
RSTO,2454,1424,647,647,0,0,slowRead
S1,370,0,1415,1415,0,0,slowRead
S1,370,0,3613,3613,0,0,slowRead
S1,370,0,1801,1801,0,0,slowRead
S1,370,0,3836,3836,0,0,slowRead
